"ChartTitle";"com::sun::star::xml::UserDefinedAttributesSupplier";"UserDefinedAttributes"
"ChartTitle";"com::sun::star::lang::XComponent";"dispose()"
"ChartTitle";"com::sun::star::lang::XComponent";"addEventListener()"
"ChartTitle";"com::sun::star::lang::XComponent";"removeEventListener()"
"ChartTitle";"com::sun::star::drawing::Shape";"ZOrder#optional"
"ChartTitle";"com::sun::star::drawing::Shape";"LayerID#optional"
"ChartTitle";"com::sun::star::drawing::Shape";"LayerName#optional"
"ChartTitle";"com::sun::star::drawing::Shape";"Printable#optional"
"ChartTitle";"com::sun::star::drawing::Shape";"MoveProtect#optional"
"ChartTitle";"com::sun::star::drawing::Shape";"Name#optional"
"ChartTitle";"com::sun::star::drawing::Shape";"SizeProtect#optional"
"ChartTitle";"com::sun::star::drawing::Shape";"Style#optional"
"ChartTitle";"com::sun::star::drawing::Shape";"Transformation#optional"
"ChartTitle";"com::sun::star::drawing::Shape";"ShapeUserDefinedAttributes#optional"
"ChartTitle";"com::sun::star::drawing::Shape";"InteropGrabBag#optional"
"ChartTitle";"com::sun::star::drawing::XShapeDescriptor";"getShapeType()"
"ChartTitle";"com::sun::star::drawing::XGluePointsSupplier#optional";"getGluePoints()"
"ChartTitle";"com::sun::star::chart::ChartTitle";"TextRotation"
"ChartTitle";"com::sun::star::chart::ChartTitle";"String"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharFontName"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharFontStyleName"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharFontFamily"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharFontCharSet"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharFontPitch"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharColor"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharEscapement#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharHeight"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharUnderline"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharWeight"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharPosture"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharAutoKerning#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharBackColor#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharBackTransparent#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharCaseMap#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharCrossedOut#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharFlash#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharStrikeout#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharWordMode#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharKerning#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharLocale"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharKeepTogether#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharNoLineBreak#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharShadowed#optional"
"ChartTitle";"com::sun::star::style::CharacterProperties";"CharFontType#optional"
