"OSetElementValueSetUpdateAccess";"com::sun::star::container::XNameAccess";"getByName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XNameAccess";"getElementNames()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XNameAccess";"hasByName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertyWithState#optional";"getStateAsProperty()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertyWithState#optional";"setToDefaultAsProperty()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertyWithState#optional";"getDefaultAsProperty()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XNameReplace";"replaceByName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XNameContainer";"insertByName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XNameContainer";"removeByName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::util::XChangesBatch#optional";"commitChanges()"
"OSetElementValueSetUpdateAccess";"com::sun::star::util::XChangesBatch#optional";"hasPendingChanges()"
"OSetElementValueSetUpdateAccess";"com::sun::star::util::XChangesBatch#optional";"getPendingChanges()"
"OSetElementValueSetUpdateAccess";"com::sun::star::lang::XLocalizable#optional";"setLocale()"
"OSetElementValueSetUpdateAccess";"com::sun::star::lang::XLocalizable#optional";"getLocale()"
"OSetElementValueSetUpdateAccess";"com::sun::star::lang::XComponent";"dispose()"
"OSetElementValueSetUpdateAccess";"com::sun::star::lang::XComponent";"addEventListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::lang::XComponent";"removeEventListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XHierarchicalNameAccess";"getByHierarchicalName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XHierarchicalNameAccess";"hasByHierarchicalName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::configuration::XTemplateContainer#optional";"getElementTemplateName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::lang::XMultiServiceFactory#optional";"createInstance()"
"OSetElementValueSetUpdateAccess";"com::sun::star::lang::XMultiServiceFactory#optional";"createInstanceWithArguments()"
"OSetElementValueSetUpdateAccess";"com::sun::star::lang::XMultiServiceFactory#optional";"getAvailableServiceNames()"
"OSetElementValueSetUpdateAccess";"com::sun::star::configuration::XTemplateInstance";"getTemplateName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XExactName";"getExactName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XMultiPropertySet#optional";"getPropertySetInfo()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XMultiPropertySet#optional";"setPropertyValues()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XMultiPropertySet#optional";"getPropertyValues()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XMultiPropertySet#optional";"addPropertiesChangeListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XMultiPropertySet#optional";"removePropertiesChangeListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XMultiPropertySet#optional";"firePropertiesChangeEvent()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XElementAccess";"getElementType()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XElementAccess";"hasElements()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XMultiHierarchicalPropertySet#optional";"getHierarchicalPropertySetInfo()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XMultiHierarchicalPropertySet#optional";"setHierarchicalPropertyValues()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XMultiHierarchicalPropertySet#optional";"getHierarchicalPropertyValues()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XHierarchicalPropertySet#optional";"getHierarchicalPropertySetInfo()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XHierarchicalPropertySet#optional";"setHierarchicalPropertyValue()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XHierarchicalPropertySet#optional";"getHierarchicalPropertyValue()"
"OSetElementValueSetUpdateAccess";"com::sun::star::util::XChangesNotifier#optional";"addChangesListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::util::XChangesNotifier#optional";"removeChangesListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XContainer#optional";"addContainerListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XContainer#optional";"removeContainerListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::util::XStringEscape#optional";"escapeString()"
"OSetElementValueSetUpdateAccess";"com::sun::star::util::XStringEscape#optional";"unescapeString()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XNamed";"getName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::container::XNamed";"setName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::lang::XSingleServiceFactory#optional";"createInstance()"
"OSetElementValueSetUpdateAccess";"com::sun::star::lang::XSingleServiceFactory#optional";"createInstanceWithArguments()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XProperty#optional";"getAsProperty()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertySet#optional";"getPropertySetInfo()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertySet#optional";"setPropertyValue()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertySet#optional";"getPropertyValue()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertySet#optional";"addPropertyChangeListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertySet#optional";"removePropertyChangeListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertySet#optional";"addVetoableChangeListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertySet#optional";"removeVetoableChangeListener()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertySetInfo#optional";"getProperties()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertySetInfo#optional";"getPropertyByName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertySetInfo#optional";"hasPropertyByName()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertyState#optional";"getPropertyState()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertyState#optional";"getPropertyStates()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertyState#optional";"setPropertyToDefault()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XPropertyState#optional";"getPropertyDefault()"
"OSetElementValueSetUpdateAccess";"com::sun::star::beans::XMultiPropertyStates#optional";"getPropertyStates()"
