"OButtonModel";"com::sun::star::form::submission::XSubmissionSupplier";"Submission()"
"OButtonModel";"com::sun::star::awt::UnoControlModel";"DefaultControl"
"OButtonModel";"com::sun::star::util::XCloneable";"createClone()"
"OButtonModel";"com::sun::star::awt::UnoControlDialogElement#optional";"Height"
"OButtonModel";"com::sun::star::awt::UnoControlDialogElement#optional";"Name"
"OButtonModel";"com::sun::star::awt::UnoControlDialogElement#optional";"PositionX"
"OButtonModel";"com::sun::star::awt::UnoControlDialogElement#optional";"PositionY"
"OButtonModel";"com::sun::star::awt::UnoControlDialogElement#optional";"Step"
"OButtonModel";"com::sun::star::awt::UnoControlDialogElement#optional";"TabIndex"
"OButtonModel";"com::sun::star::awt::UnoControlDialogElement#optional";"Tag"
"OButtonModel";"com::sun::star::awt::UnoControlDialogElement#optional";"Width"
"OButtonModel";"com::sun::star::lang::XComponent";"dispose()"
"OButtonModel";"com::sun::star::lang::XComponent";"addEventListener()"
"OButtonModel";"com::sun::star::lang::XComponent";"removeEventListener()"
"OButtonModel";"com::sun::star::form::FormComponent";"Name"
"OButtonModel";"com::sun::star::form::component::CommandButton";"ButtonType"
"OButtonModel";"com::sun::star::form::component::CommandButton";"TargetFrame"
"OButtonModel";"com::sun::star::form::component::CommandButton";"TargetURL"
"OButtonModel";"com::sun::star::form::XImageProducerSupplier";"getImageProducer()"
"OButtonModel";"com::sun::star::beans::XMultiPropertySet";"getPropertySetInfo()"
"OButtonModel";"com::sun::star::beans::XMultiPropertySet";"setPropertyValues()"
"OButtonModel";"com::sun::star::beans::XMultiPropertySet";"getPropertyValues()"
"OButtonModel";"com::sun::star::beans::XMultiPropertySet";"addPropertiesChangeListener()"
"OButtonModel";"com::sun::star::beans::XMultiPropertySet";"removePropertiesChangeListener()"
"OButtonModel";"com::sun::star::beans::XMultiPropertySet";"firePropertiesChangeEvent()"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"Align#optional"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"BackgroundColor"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"DefaultButton"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"Enabled"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"FocusOnClick#optional"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"FontDescriptor"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"FontEmphasisMark"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"FontRelief"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"HelpText"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"HelpURL"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"ImageAlign"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"ImagePosition#optional"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"ImageURL"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"Graphic#optional"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"Label"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"MultiLine#optional"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"Printable"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"PushButtonType"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"Repeat#optional"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"RepeatDelay#optional"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"State"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"Tabstop"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"TextColor"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"TextLineColor"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"Toggle#optional"
"OButtonModel";"com::sun::star::awt::UnoControlButtonModel";"VerticalAlign#optional"
"OButtonModel";"com::sun::star::io::XPersistObject";"getServiceName()"
"OButtonModel";"com::sun::star::io::XPersistObject";"write()"
"OButtonModel";"com::sun::star::io::XPersistObject";"read()"
"OButtonModel";"com::sun::star::beans::XPropertyAccess#optional";"getPropertyValues()"
"OButtonModel";"com::sun::star::beans::XPropertyAccess#optional";"setPropertyValues()"
"OButtonModel";"com::sun::star::container::XNamed";"getName()"
"OButtonModel";"com::sun::star::container::XNamed";"setName()"
"OButtonModel";"com::sun::star::beans::XPropertyContainer#optional";"addProperty()"
"OButtonModel";"com::sun::star::beans::XPropertyContainer#optional";"removeProperty()"
"OButtonModel";"com::sun::star::beans::XPropertySet";"getPropertySetInfo()"
"OButtonModel";"com::sun::star::beans::XPropertySet";"setPropertyValue()"
"OButtonModel";"com::sun::star::beans::XPropertySet";"getPropertyValue()"
"OButtonModel";"com::sun::star::beans::XPropertySet";"addPropertyChangeListener()"
"OButtonModel";"com::sun::star::beans::XPropertySet";"removePropertyChangeListener()"
"OButtonModel";"com::sun::star::beans::XPropertySet";"addVetoableChangeListener()"
"OButtonModel";"com::sun::star::beans::XPropertySet";"removeVetoableChangeListener()"
"OButtonModel";"com::sun::star::beans::XFastPropertySet#optional";"setFastPropertyValue()"
"OButtonModel";"com::sun::star::beans::XFastPropertySet#optional";"getFastPropertyValue()"
"OButtonModel";"com::sun::star::beans::XPropertyState#optional";"getPropertyState()"
"OButtonModel";"com::sun::star::beans::XPropertyState#optional";"getPropertyStates()"
"OButtonModel";"com::sun::star::beans::XPropertyState#optional";"setPropertyToDefault()"
"OButtonModel";"com::sun::star::beans::XPropertyState#optional";"getPropertyDefault()"
"OButtonModel";"com::sun::star::form::FormControlModel";"ClassId"
"OButtonModel";"com::sun::star::form::FormControlModel";"TabIndex#optional"
"OButtonModel";"com::sun::star::form::FormControlModel";"Tag"
