Reader Instructions	0	1	346.9	true
Reader Instructions	1	1	5385.3	false
Reader Instructions	2	1	1289.8	false
Reader Instructions	3	1	1605.0	false
Reader Instructions	4	1	2039.8	false
Reader Instructions	5	1	4864.8	true
Reader Instructions	6	1	1049.9	false
Reader Instructions	7	1	300.0	true
Reader Instructions	8	1	566.9	true
Reader Instructions	9	1	1103.8	true
Reader Instructions	10	1	300.0	true
Reader Instructions	11	1	300.0	true
Reader Instructions	12	1	300.0	true
Reader Instructions	13	1	300.0	true
Reader Instructions	14	1	300.0	true
Reader Instructions	15	1	300.0	true
Reader Instructions	16	1	566.9	true
Reader Instructions	17	1	566.9	true
Reader Instructions	18	1	566.9	true
Reader Instructions	19	1	300.0	true
Reader Instructions	20	1	1641.3	true
Reader Instructions	21	1	300.0	true
Reader Instructions	22	1	300.0	true
Reader Instructions	23	1	300.0	true
Reader Instructions	24	1	300.0	true
Reader Instructions	25	1	566.9	true
Reader Instructions	26	1	300.0	true
Reader Instructions	27	1	300.0	true
Reader Instructions	28	1	300.0	true
010 Air Law	0	1	2174.7	false
010 Air Law	1	1	300.0	true
010 Air Law	2	1	566.9	true
010 Air Law	3	1	835.1	true
010 Air Law	4	1	566.9	true
010 Air Law	5	1	1103.8	true
010 Air Law	6	1	300.0	true
010 Air Law	7	1	2984.8	true
010 Air Law	8	1	1910.0	true
010 Air Law	9	1	2716.1	true
010 Air Law	10	1	2446.8	true
010 Air Law	11	1	300.0	true
010 Air Law	12	1	566.9	true
010 Air Law	13	1	835.1	true
010 Air Law	14	1	566.9	true
010 Air Law	15	1	300.0	true
010 Air Law	16	1	835.1	true
010 Air Law	17	1	300.0	true
010 Air Law	18	1	566.9	true
010 Air Law	19	1	566.9	true
010 Air Law	20	1	300.0	true
010 Air Law	21	1	566.9	true
010 Air Law	22	1	566.9	true
010 Air Law	23	1	566.9	true
010 Air Law	24	1	835.1	true
010 Air Law	25	1	1103.8	true
010 Air Law	26	1	1641.3	true
010 Air Law	27	1	1641.3	true
010 Air Law	28	1	1641.3	true
010 Air Law	29	1	300.0	true
010 Air Law	30	1	300.0	true
010 Air Law	31	1	1373.0	true
010 Air Law	32	1	1641.3	true
010 Air Law	33	1	1641.3	true
010 Air Law	34	1	835.1	true
010 Air Law	35	1	1103.8	true
010 Air Law	36	1	1373.0	true
010 Air Law	37	1	300.0	true
010 Air Law	38	1	300.0	true
010 Air Law	39	1	566.9	true
010 Air Law	40	1	300.0	true
010 Air Law	41	1	566.9	true
010 Air Law	42	1	300.0	true
010 Air Law	43	1	300.0	true
010 Air Law	44	1	566.9	true
010 Air Law	45	1	1373.0	true
010 Air Law	46	1	300.0	true
010 Air Law	47	1	1641.3	true
010 Air Law	48	1	300.0	true
010 Air Law	49	1	835.1	true
010 Air Law	50	1	300.0	true
010 Air Law	51	1	300.0	true
010 Air Law	52	1	566.9	true
010 Air Law	53	1	300.0	true
010 Air Law	54	1	300.0	true
010 Air Law	55	1	835.1	true
010 Air Law	56	1	566.9	true
010 Air Law	57	1	300.0	true
010 Air Law	58	1	300.0	true
010 Air Law	59	1	835.1	true
